Subbasin	Wid2	D	Dep2	K	x1	y1	x2	y2
49	2.216615855	0.1	0.186499284	0.1	1153062.312	1036301.601	1153062.312	1036331.601
49	2.216615855	0.1	0.186499284	0.1	1153062.312	1036331.601	1153062.312	1036361.601
49	2.216615855	0.1	0.186499284	0.1	1153062.312	1036361.601	1153032.312	1036391.601
49	2.216615855	0.1	0.186499284	0.1	1153032.312	1036391.601	1153002.312	1036421.601
49	2.216615855	0.1	0.186499284	0.1	1153002.312	1036421.601	1152972.312	1036421.601
49	2.216615855	0.1	0.186499284	0.1	1152972.312	1036421.601	1152942.312	1036451.601
49	2.216615855	0.1	0.186499284	0.1	1152942.312	1036451.601	1152912.312	1036481.601
49	2.216615855	0.1	0.186499284	0.1	1152912.312	1036481.601	1152882.312	1036511.601
25	1.30380541	0.1	0.130925849	0.1	1152882.312	1036511.601	1152882.312	1036541.601
25	1.30380541	0.1	0.130925849	0.1	1152882.312	1036541.601	1152912.312	1036541.601
25	1.30380541	0.1	0.130925849	0.1	1152912.312	1036541.601	1152942.312	1036571.601
25	1.30380541	0.1	0.130925849	0.1	1152942.312	1036571.601	1152942.312	1036601.601
25	1.30380541	0.1	0.130925849	0.1	1152942.312	1036601.601	1152972.312	1036631.601
17	1.224728224	0.1	0.125576979	0.1	1152882.312	1036511.601	1152852.312	1036541.601
17	1.224728224	0.1	0.125576979	0.1	1152852.312	1036541.601	1152822.312	1036571.601
17	1.224728224	0.1	0.125576979	0.1	1152822.312	1036571.601	1152822.312	1036601.601
17	1.224728224	0.1	0.125576979	0.1	1152822.312	1036601.601	1152792.312	1036601.601
17	1.224728224	0.1	0.125576979	0.1	1152792.312	1036601.601	1152762.312	1036601.601
17	1.224728224	0.1	0.125576979	0.1	1152762.312	1036601.601	1152732.312	1036631.601
17	1.224728224	0.1	0.125576979	0.1	1152732.312	1036631.601	1152732.312	1036661.601
17	1.224728224	0.1	0.125576979	0.1	1152732.312	1036661.601	1152702.312	1036691.601
17	1.224728224	0.1	0.125576979	0.1	1152702.312	1036691.601	1152672.312	1036721.601
17	1.224728224	0.1	0.125576979	0.1	1152672.312	1036721.601	1152642.312	1036751.601
17	1.224728224	0.1	0.125576979	0.1	1152642.312	1036751.601	1152642.312	1036781.601
17	1.224728224	0.1	0.125576979	0.1	1152642.312	1036781.601	1152642.312	1036811.601
17	1.224728224	0.1	0.125576979	0.1	1152642.312	1036811.601	1152612.312	1036841.601
17	1.224728224	0.1	0.125576979	0.1	1152612.312	1036841.601	1152612.312	1036871.601
17	1.224728224	0.1	0.125576979	0.1	1152612.312	1036871.601	1152582.312	1036901.601
17	1.224728224	0.1	0.125576979	0.1	1152582.312	1036901.601	1152582.312	1036931.601
17	1.224728224	0.1	0.125576979	0.1	1152582.312	1036931.601	1152552.312	1036961.601
17	1.224728224	0.1	0.125576979	0.1	1152552.312	1036961.601	1152552.312	1036991.601
17	1.224728224	0.1	0.125576979	0.1	1152552.312	1036991.601	1152552.312	1037021.601
9	2.799580768	0.1	0.217910863	0.1	1152972.312	1035551.601	1152942.312	1035551.601
9	2.799580768	0.1	0.217910863	0.1	1152942.312	1035551.601	1152912.312	1035581.601
9	2.799580768	0.1	0.217910863	0.1	1152912.312	1035581.601	1152882.312	1035581.601
9	2.799580768	0.1	0.217910863	0.1	1152882.312	1035581.601	1152852.312	1035611.601
9	2.799580768	0.1	0.217910863	0.1	1152852.312	1035611.601	1152822.312	1035641.601
9	2.799580768	0.1	0.217910863	0.1	1152822.312	1035641.601	1152792.312	1035671.601
9	2.799580768	0.1	0.217910863	0.1	1152792.312	1035671.601	1152762.312	1035701.601
9	2.799580768	0.1	0.217910863	0.1	1152762.312	1035701.601	1152762.312	1035731.601
9	2.799580768	0.1	0.217910863	0.1	1152762.312	1035731.601	1152762.312	1035761.601
9	2.799580768	0.1	0.217910863	0.1	1152762.312	1035761.601	1152792.312	1035791.601
9	2.799580768	0.1	0.217910863	0.1	1152792.312	1035791.601	1152792.312	1035821.601
9	2.799580768	0.1	0.217910863	0.1	1152792.312	1035821.601	1152762.312	1035851.601
9	2.799580768	0.1	0.217910863	0.1	1152762.312	1035851.601	1152762.312	1035881.601
9	2.799580768	0.1	0.217910863	0.1	1152762.312	1035881.601	1152762.312	1035911.601
9	2.799580768	0.1	0.217910863	0.1	1152762.312	1035911.601	1152732.312	1035941.601
9	2.799580768	0.1	0.217910863	0.1	1152732.312	1035941.601	1152702.312	1035941.601
9	2.799580768	0.1	0.217910863	0.1	1152702.312	1035941.601	1152672.312	1035971.601
9	2.799580768	0.1	0.217910863	0.1	1152672.312	1035971.601	1152642.312	1036001.601
9	2.799580768	0.1	0.217910863	0.1	1152642.312	1036001.601	1152612.312	1036001.601
9	2.799580768	0.1	0.217910863	0.1	1152612.312	1036001.601	1152582.312	1036031.601
9	2.799580768	0.1	0.217910863	0.1	1152582.312	1036031.601	1152582.312	1036061.601
9	2.799580768	0.1	0.217910863	0.1	1152582.312	1036061.601	1152552.312	1036091.601
9	2.799580768	0.1	0.217910863	0.1	1152552.312	1036091.601	1152522.312	1036121.601
9	2.799580768	0.1	0.217910863	0.1	1152522.312	1036121.601	1152522.312	1036151.601
9	2.799580768	0.1	0.217910863	0.1	1152522.312	1036151.601	1152492.312	1036181.601
9	2.799580768	0.1	0.217910863	0.1	1152492.312	1036181.601	1152492.312	1036211.601
9	2.799580768	0.1	0.217910863	0.1	1152492.312	1036211.601	1152492.312	1036241.601
9	2.799580768	0.1	0.217910863	0.1	1152492.312	1036241.601	1152462.312	1036271.601
9	2.799580768	0.1	0.217910863	0.1	1152462.312	1036271.601	1152462.312	1036301.601
9	2.799580768	0.1	0.217910863	0.1	1152462.312	1036301.601	1152432.312	1036331.601
9	2.799580768	0.1	0.217910863	0.1	1152432.312	1036331.601	1152432.312	1036361.601
9	2.799580768	0.1	0.217910863	0.1	1152432.312	1036361.601	1152402.312	1036391.601
9	2.799580768	0.1	0.217910863	0.1	1152402.312	1036391.601	1152402.312	1036421.601
9	2.799580768	0.1	0.217910863	0.1	1152402.312	1036421.601	1152402.312	1036451.601
9	2.799580768	0.1	0.217910863	0.1	1152402.312	1036451.601	1152402.312	1036481.601
9	2.799580768	0.1	0.217910863	0.1	1152402.312	1036481.601	1152402.312	1036511.601
9	2.799580768	0.1	0.217910863	0.1	1152402.312	1036511.601	1152402.312	1036541.601
9	2.799580768	0.1	0.217910863	0.1	1152402.312	1036541.601	1152372.312	1036571.601
9	2.799580768	0.1	0.217910863	0.1	1152372.312	1036571.601	1152342.312	1036601.601
9	2.799580768	0.1	0.217910863	0.1	1152342.312	1036601.601	1152312.312	1036631.601
9	2.799580768	0.1	0.217910863	0.1	1152312.312	1036631.601	1152312.312	1036661.601
9	2.799580768	0.1	0.217910863	0.1	1152312.312	1036661.601	1152282.312	1036661.601
9	2.799580768	0.1	0.217910863	0.1	1152282.312	1036661.601	1152252.312	1036691.601
9	2.799580768	0.1	0.217910863	0.1	1152252.312	1036691.601	1152222.312	1036721.601
9	2.799580768	0.1	0.217910863	0.1	1152222.312	1036721.601	1152192.312	1036751.601
9	2.799580768	0.1	0.217910863	0.1	1152192.312	1036751.601	1152192.312	1036781.601
9	2.799580768	0.1	0.217910863	0.1	1152192.312	1036781.601	1152162.312	1036811.601
9	2.799580768	0.1	0.217910863	0.1	1152162.312	1036811.601	1152162.312	1036841.601
9	2.799580768	0.1	0.217910863	0.1	1152162.312	1036841.601	1152132.312	1036871.601
9	2.799580768	0.1	0.217910863	0.1	1152132.312	1036871.601	1152102.312	1036901.601
9	2.799580768	0.1	0.217910863	0.1	1152102.312	1036901.601	1152072.312	1036931.601
9	2.799580768	0.1	0.217910863	0.1	1152072.312	1036931.601	1152042.312	1036961.601
9	2.799580768	0.1	0.217910863	0.1	1152042.312	1036961.601	1152012.312	1036991.601
9	2.799580768	0.1	0.217910863	0.1	1152012.312	1036991.601	1151982.312	1036991.601
9	2.799580768	0.1	0.217910863	0.1	1151982.312	1036991.601	1151952.312	1037021.601
9	2.799580768	0.1	0.217910863	0.1	1151952.312	1037021.601	1151922.312	1037021.601
9	2.799580768	0.1	0.217910863	0.1	1151922.312	1037021.601	1151922.312	1037051.601
9	2.799580768	0.1	0.217910863	0.1	1151922.312	1037051.601	1151892.312	1037081.601
9	2.799580768	0.1	0.217910863	0.1	1151892.312	1037081.601	1151862.312	1037111.601
9	2.799580768	0.1	0.217910863	0.1	1151862.312	1037111.601	1151832.312	1037111.601
9	2.799580768	0.1	0.217910863	0.1	1151832.312	1037111.601	1151832.312	1037141.601
9	2.799580768	0.1	0.217910863	0.1	1151832.312	1037141.601	1151802.312	1037171.601
9	2.799580768	0.1	0.217910863	0.1	1151802.312	1037171.601	1151772.312	1037201.601
9	2.799580768	0.1	0.217910863	0.1	1151772.312	1037201.601	1151742.312	1037231.601
9	2.799580768	0.1	0.217910863	0.1	1151742.312	1037231.601	1151712.312	1037231.601
9	2.799580768	0.1	0.217910863	0.1	1151712.312	1037231.601	1151682.312	1037261.601
9	2.799580768	0.1	0.217910863	0.1	1151682.312	1037261.601	1151652.312	1037261.601
9	2.799580768	0.1	0.217910863	0.1	1151652.312	1037261.601	1151622.312	1037291.601
9	2.799580768	0.1	0.217910863	0.1	1151622.312	1037291.601	1151592.312	1037291.601
9	2.799580768	0.1	0.217910863	0.1	1151592.312	1037291.601	1151562.312	1037321.601
9	2.799580768	0.1	0.217910863	0.1	1151562.312	1037321.601	1151532.312	1037321.601
9	2.799580768	0.1	0.217910863	0.1	1151532.312	1037321.601	1151502.312	1037351.601
1	1.806710579	0.1	0.162733115	0.1	1154982.312	1037381.601	1154982.312	1037411.601
1	1.806710579	0.1	0.162733115	0.1	1154982.312	1037411.601	1154952.312	1037441.601
1	1.806710579	0.1	0.162733115	0.1	1154952.312	1037441.601	1154952.312	1037471.601
1	1.806710579	0.1	0.162733115	0.1	1154952.312	1037471.601	1154922.312	1037501.601
1	1.806710579	0.1	0.162733115	0.1	1154922.312	1037501.601	1154892.312	1037531.601
1	1.806710579	0.1	0.162733115	0.1	1154892.312	1037531.601	1154862.312	1037561.601
1	1.806710579	0.1	0.162733115	0.1	1154862.312	1037561.601	1154862.312	1037591.601
1	1.806710579	0.1	0.162733115	0.1	1154862.312	1037591.601	1154862.312	1037621.601
1	1.806710579	0.1	0.162733115	0.1	1154862.312	1037621.601	1154862.312	1037651.601
1	1.806710579	0.1	0.162733115	0.1	1154862.312	1037651.601	1154832.312	1037681.601
1	1.806710579	0.1	0.162733115	0.1	1154832.312	1037681.601	1154802.312	1037711.601
1	1.806710579	0.1	0.162733115	0.1	1154802.312	1037711.601	1154772.312	1037741.601
1	1.806710579	0.1	0.162733115	0.1	1154772.312	1037741.601	1154742.312	1037771.601
1	1.806710579	0.1	0.162733115	0.1	1154742.312	1037771.601	1154742.312	1037801.601
1	1.806710579	0.1	0.162733115	0.1	1154742.312	1037801.601	1154712.312	1037831.601
1	1.806710579	0.1	0.162733115	0.1	1154712.312	1037831.601	1154682.312	1037861.601
1	1.806710579	0.1	0.162733115	0.1	1154682.312	1037861.601	1154652.312	1037831.601
1	1.806710579	0.1	0.162733115	0.1	1154652.312	1037831.601	1154622.312	1037831.601
1	1.806710579	0.1	0.162733115	0.1	1154622.312	1037831.601	1154592.312	1037831.601
1	1.806710579	0.1	0.162733115	0.1	1154592.312	1037831.601	1154562.312	1037831.601
1	1.806710579	0.1	0.162733115	0.1	1154562.312	1037831.601	1154532.312	1037831.601
181	8.234423138	0.1	0.447341303	0.1	1157742.312	1032521.601	1157712.312	1032551.601
181	8.234423138	0.1	0.447341303	0.1	1157712.312	1032551.601	1157682.312	1032581.601
181	8.234423138	0.1	0.447341303	0.1	1157682.312	1032581.601	1157652.312	1032581.601
181	8.234423138	0.1	0.447341303	0.1	1157652.312	1032581.601	1157622.312	1032611.601
181	8.234423138	0.1	0.447341303	0.1	1157622.312	1032611.601	1157592.312	1032641.601
181	8.234423138	0.1	0.447341303	0.1	1157592.312	1032641.601	1157562.312	1032671.601
181	8.234423138	0.1	0.447341303	0.1	1157562.312	1032671.601	1157532.312	1032701.601
181	8.234423138	0.1	0.447341303	0.1	1157532.312	1032701.601	1157502.312	1032671.601
181	8.234423138	0.1	0.447341303	0.1	1157502.312	1032671.601	1157472.312	1032671.601
181	8.234423138	0.1	0.447341303	0.1	1157472.312	1032671.601	1157442.312	1032671.601
181	8.234423138	0.1	0.447341303	0.1	1157442.312	1032671.601	1157412.312	1032701.601
181	8.234423138	0.1	0.447341303	0.1	1157412.312	1032701.601	1157382.312	1032701.601
181	8.234423138	0.1	0.447341303	0.1	1157382.312	1032701.601	1157352.312	1032701.601
181	8.234423138	0.1	0.447341303	0.1	1157352.312	1032701.601	1157322.312	1032731.601
181	8.234423138	0.1	0.447341303	0.1	1157322.312	1032731.601	1157322.312	1032761.601
181	8.234423138	0.1	0.447341303	0.1	1157322.312	1032761.601	1157292.312	1032791.601
181	8.234423138	0.1	0.447341303	0.1	1157292.312	1032791.601	1157292.312	1032821.601
181	8.234423138	0.1	0.447341303	0.1	1157292.312	1032821.601	1157322.312	1032851.601
181	8.234423138	0.1	0.447341303	0.1	1157322.312	1032851.601	1157292.312	1032881.601
181	8.234423138	0.1	0.447341303	0.1	1157292.312	1032881.601	1157292.312	1032911.601
181	8.234423138	0.1	0.447341303	0.1	1157292.312	1032911.601	1157292.312	1032941.601
181	8.234423138	0.1	0.447341303	0.1	1157292.312	1032941.601	1157262.312	1032971.601
181	8.234423138	0.1	0.447341303	0.1	1157262.312	1032971.601	1157232.312	1033001.601
181	8.234423138	0.1	0.447341303	0.1	1157232.312	1033001.601	1157202.312	1033001.601
181	8.234423138	0.1	0.447341303	0.1	1157202.312	1033001.601	1157172.312	1033001.601
181	8.234423138	0.1	0.447341303	0.1	1157172.312	1033001.601	1157142.312	1033001.601
181	8.234423138	0.1	0.447341303	0.1	1157142.312	1033001.601	1157112.312	1033031.601
181	8.234423138	0.1	0.447341303	0.1	1157112.312	1033031.601	1157082.312	1033031.601
181	8.234423138	0.1	0.447341303	0.1	1157082.312	1033031.601	1157052.312	1033031.601
181	8.234423138	0.1	0.447341303	0.1	1157052.312	1033031.601	1157022.312	1033061.601
181	8.234423138	0.1	0.447341303	0.1	1157022.312	1033061.601	1156992.312	1033061.601
181	8.234423138	0.1	0.447341303	0.1	1156992.312	1033061.601	1156962.312	1033031.601
181	8.234423138	0.1	0.447341303	0.1	1156962.312	1033031.601	1156932.312	1033031.601
181	8.234423138	0.1	0.447341303	0.1	1156932.312	1033031.601	1156902.312	1033061.601
181	8.234423138	0.1	0.447341303	0.1	1156902.312	1033061.601	1156872.312	1033061.601
181	8.234423138	0.1	0.447341303	0.1	1156872.312	1033061.601	1156842.312	1033061.601
181	8.234423138	0.1	0.447341303	0.1	1156842.312	1033061.601	1156842.312	1033031.601
181	8.234423138	0.1	0.447341303	0.1	1156842.312	1033031.601	1156812.312	1033001.601
181	8.234423138	0.1	0.447341303	0.1	1156812.312	1033001.601	1156782.312	1033001.601
181	8.234423138	0.1	0.447341303	0.1	1156782.312	1033001.601	1156752.312	1033001.601
181	8.234423138	0.1	0.447341303	0.1	1156752.312	1033001.601	1156722.312	1033001.601
181	8.234423138	0.1	0.447341303	0.1	1156722.312	1033001.601	1156692.312	1033001.601
181	8.234423138	0.1	0.447341303	0.1	1156692.312	1033001.601	1156662.312	1033001.601
181	8.234423138	0.1	0.447341303	0.1	1156662.312	1033001.601	1156632.312	1032971.601
181	8.234423138	0.1	0.447341303	0.1	1156632.312	1032971.601	1156602.312	1032941.601
181	8.234423138	0.1	0.447341303	0.1	1156602.312	1032941.601	1156602.312	1032911.601
181	8.234423138	0.1	0.447341303	0.1	1156602.312	1032911.601	1156572.312	1032881.601
181	8.234423138	0.1	0.447341303	0.1	1156572.312	1032881.601	1156542.312	1032851.601
181	8.234423138	0.1	0.447341303	0.1	1156542.312	1032851.601	1156512.312	1032851.601
181	8.234423138	0.1	0.447341303	0.1	1156512.312	1032851.601	1156482.312	1032821.601
181	8.234423138	0.1	0.447341303	0.1	1156482.312	1032821.601	1156452.312	1032821.601
181	8.234423138	0.1	0.447341303	0.1	1156452.312	1032821.601	1156422.312	1032821.601
181	8.234423138	0.1	0.447341303	0.1	1156422.312	1032821.601	1156392.312	1032821.601
181	8.234423138	0.1	0.447341303	0.1	1156392.312	1032821.601	1156362.312	1032821.601
181	8.234423138	0.1	0.447341303	0.1	1156362.312	1032821.601	1156332.312	1032821.601
181	8.234423138	0.1	0.447341303	0.1	1156332.312	1032821.601	1156302.312	1032821.601
169	6.697808891	0.1	0.389797198	0.1	1158072.312	1033031.601	1158042.312	1033061.601
169	6.697808891	0.1	0.389797198	0.1	1158042.312	1033061.601	1158012.312	1033091.601
169	6.697808891	0.1	0.389797198	0.1	1158012.312	1033091.601	1157982.312	1033121.601
169	6.697808891	0.1	0.389797198	0.1	1157982.312	1033121.601	1157952.312	1033121.601
169	6.697808891	0.1	0.389797198	0.1	1157952.312	1033121.601	1157922.312	1033121.601
169	6.697808891	0.1	0.389797198	0.1	1157922.312	1033121.601	1157892.312	1033121.601
163	6.170167447	0.1	0.369046858	0.1	1157892.312	1033121.601	1157862.312	1033121.601
163	6.170167447	0.1	0.369046858	0.1	1157862.312	1033121.601	1157832.312	1033121.601
163	6.170167447	0.1	0.369046858	0.1	1157832.312	1033121.601	1157802.312	1033121.601
163	6.170167447	0.1	0.369046858	0.1	1157802.312	1033121.601	1157772.312	1033151.601
163	6.170167447	0.1	0.369046858	0.1	1157772.312	1033151.601	1157772.312	1033181.601
163	6.170167447	0.1	0.369046858	0.1	1157772.312	1033181.601	1157742.312	1033211.601
163	6.170167447	0.1	0.369046858	0.1	1157742.312	1033211.601	1157712.312	1033241.601
163	6.170167447	0.1	0.369046858	0.1	1157712.312	1033241.601	1157682.312	1033241.601
163	6.170167447	0.1	0.369046858	0.1	1157682.312	1033241.601	1157652.312	1033271.601
163	6.170167447	0.1	0.369046858	0.1	1157652.312	1033271.601	1157652.312	1033301.601
163	6.170167447	0.1	0.369046858	0.1	1157652.312	1033301.601	1157622.312	1033331.601
163	6.170167447	0.1	0.369046858	0.1	1157622.312	1033331.601	1157592.312	1033361.601
163	6.170167447	0.1	0.369046858	0.1	1157592.312	1033361.601	1157562.312	1033361.601
157	7.606778472	0.1	0.424310773	0.1	1156302.312	1032821.601	1156272.312	1032791.601
157	7.606778472	0.1	0.424310773	0.1	1156272.312	1032791.601	1156242.312	1032761.601
157	7.606778472	0.1	0.424310773	0.1	1156242.312	1032761.601	1156212.312	1032761.601
157	7.606778472	0.1	0.424310773	0.1	1156212.312	1032761.601	1156182.312	1032761.601
157	7.606778472	0.1	0.424310773	0.1	1156182.312	1032761.601	1156152.312	1032761.601
157	7.606778472	0.1	0.424310773	0.1	1156152.312	1032761.601	1156122.312	1032791.601
157	7.606778472	0.1	0.424310773	0.1	1156122.312	1032791.601	1156092.312	1032821.601
157	7.606778472	0.1	0.424310773	0.1	1156092.312	1032821.601	1156062.312	1032821.601
157	7.606778472	0.1	0.424310773	0.1	1156062.312	1032821.601	1156032.312	1032851.601
157	7.606778472	0.1	0.424310773	0.1	1156032.312	1032851.601	1156032.312	1032881.601
157	7.606778472	0.1	0.424310773	0.1	1156032.312	1032881.601	1156032.312	1032911.601
157	7.606778472	0.1	0.424310773	0.1	1156032.312	1032911.601	1156032.312	1032941.601
157	7.606778472	0.1	0.424310773	0.1	1156032.312	1032941.601	1156002.312	1032971.601
157	7.606778472	0.1	0.424310773	0.1	1156002.312	1032971.601	1155972.312	1033001.601
157	7.606778472	0.1	0.424310773	0.1	1155972.312	1033001.601	1155972.312	1033031.601
157	7.606778472	0.1	0.424310773	0.1	1155972.312	1033031.601	1155942.312	1033031.601
157	7.606778472	0.1	0.424310773	0.1	1155942.312	1033031.601	1155912.312	1033031.601
157	7.606778472	0.1	0.424310773	0.1	1155912.312	1033031.601	1155882.312	1033001.601
157	7.606778472	0.1	0.424310773	0.1	1155882.312	1033001.601	1155852.312	1033001.601
157	7.606778472	0.1	0.424310773	0.1	1155852.312	1033001.601	1155822.312	1033001.601
157	7.606778472	0.1	0.424310773	0.1	1155822.312	1033001.601	1155792.312	1033001.601
157	7.606778472	0.1	0.424310773	0.1	1155792.312	1033001.601	1155762.312	1033001.601
157	7.606778472	0.1	0.424310773	0.1	1155762.312	1033001.601	1155732.312	1032971.601
157	7.606778472	0.1	0.424310773	0.1	1155732.312	1032971.601	1155702.312	1032971.601
157	7.606778472	0.1	0.424310773	0.1	1155702.312	1032971.601	1155672.312	1032971.601
157	7.606778472	0.1	0.424310773	0.1	1155672.312	1032971.601	1155642.312	1032971.601
157	7.606778472	0.1	0.424310773	0.1	1155642.312	1032971.601	1155612.312	1033001.601
157	7.606778472	0.1	0.424310773	0.1	1155612.312	1033001.601	1155582.312	1033001.601
157	7.606778472	0.1	0.424310773	0.1	1155582.312	1033001.601	1155552.312	1032971.601
157	7.606778472	0.1	0.424310773	0.1	1155552.312	1032971.601	1155522.312	1033001.601
157	7.606778472	0.1	0.424310773	0.1	1155522.312	1033001.601	1155492.312	1033031.601
157	7.606778472	0.1	0.424310773	0.1	1155492.312	1033031.601	1155462.312	1033031.601
157	7.606778472	0.1	0.424310773	0.1	1155462.312	1033031.601	1155432.312	1033061.601
157	7.606778472	0.1	0.424310773	0.1	1155432.312	1033061.601	1155402.312	1033091.601
157	7.606778472	0.1	0.424310773	0.1	1155402.312	1033091.601	1155372.312	1033121.601
157	7.606778472	0.1	0.424310773	0.1	1155372.312	1033121.601	1155372.312	1033151.601
157	7.606778472	0.1	0.424310773	0.1	1155372.312	1033151.601	1155342.312	1033181.601
157	7.606778472	0.1	0.424310773	0.1	1155342.312	1033181.601	1155312.312	1033211.601
157	7.606778472	0.1	0.424310773	0.1	1155312.312	1033211.601	1155282.312	1033241.601
157	7.606778472	0.1	0.424310773	0.1	1155282.312	1033241.601	1155252.312	1033271.601
157	7.606778472	0.1	0.424310773	0.1	1155252.312	1033271.601	1155222.312	1033271.601
157	7.606778472	0.1	0.424310773	0.1	1155222.312	1033271.601	1155192.312	1033271.601
157	7.606778472	0.1	0.424310773	0.1	1155192.312	1033271.601	1155162.312	1033241.601
157	7.606778472	0.1	0.424310773	0.1	1155162.312	1033241.601	1155132.312	1033241.601
157	7.606778472	0.1	0.424310773	0.1	1155132.312	1033241.601	1155102.312	1033241.601
157	7.606778472	0.1	0.424310773	0.1	1155102.312	1033241.601	1155072.312	1033241.601
157	7.606778472	0.1	0.424310773	0.1	1155072.312	1033241.601	1155042.312	1033241.601
157	7.606778472	0.1	0.424310773	0.1	1155042.312	1033241.601	1155012.312	1033271.601
157	7.606778472	0.1	0.424310773	0.1	1155012.312	1033271.601	1154982.312	1033271.601
157	7.606778472	0.1	0.424310773	0.1	1154982.312	1033271.601	1154952.312	1033271.601
157	7.606778472	0.1	0.424310773	0.1	1154952.312	1033271.601	1154922.312	1033301.601
157	7.606778472	0.1	0.424310773	0.1	1154922.312	1033301.601	1154892.312	1033301.601
157	7.606778472	0.1	0.424310773	0.1	1154892.312	1033301.601	1154862.312	1033301.601
151	6.861427916	0.1	0.396119798	0.1	1154862.312	1033301.601	1154832.312	1033301.601
151	6.861427916	0.1	0.396119798	0.1	1154832.312	1033301.601	1154802.312	1033301.601
151	6.861427916	0.1	0.396119798	0.1	1154802.312	1033301.601	1154772.312	1033301.601
145	6.577911457	0.1	0.38513137	0.1	1154772.312	1033301.601	1154742.312	1033331.601
145	6.577911457	0.1	0.38513137	0.1	1154742.312	1033331.601	1154712.312	1033331.601
145	6.577911457	0.1	0.38513137	0.1	1154712.312	1033331.601	1154682.312	1033301.601
145	6.577911457	0.1	0.38513137	0.1	1154682.312	1033301.601	1154652.312	1033331.601
145	6.577911457	0.1	0.38513137	0.1	1154652.312	1033331.601	1154622.312	1033361.601
145	6.577911457	0.1	0.38513137	0.1	1154622.312	1033361.601	1154592.312	1033391.601
145	6.577911457	0.1	0.38513137	0.1	1154592.312	1033391.601	1154562.312	1033421.601
145	6.577911457	0.1	0.38513137	0.1	1154562.312	1033421.601	1154532.312	1033421.601
145	6.577911457	0.1	0.38513137	0.1	1154532.312	1033421.601	1154502.312	1033421.601
145	6.577911457	0.1	0.38513137	0.1	1154502.312	1033421.601	1154472.312	1033451.601
145	6.577911457	0.1	0.38513137	0.1	1154472.312	1033451.601	1154442.312	1033451.601
145	6.577911457	0.1	0.38513137	0.1	1154442.312	1033451.601	1154412.312	1033451.601
145	6.577911457	0.1	0.38513137	0.1	1154412.312	1033451.601	1154382.312	1033481.601
145	6.577911457	0.1	0.38513137	0.1	1154382.312	1033481.601	1154352.312	1033481.601
145	6.577911457	0.1	0.38513137	0.1	1154352.312	1033481.601	1154322.312	1033481.601
145	6.577911457	0.1	0.38513137	0.1	1154322.312	1033481.601	1154292.312	1033511.601
145	6.577911457	0.1	0.38513137	0.1	1154292.312	1033511.601	1154262.312	1033541.601
145	6.577911457	0.1	0.38513137	0.1	1154262.312	1033541.601	1154232.312	1033571.601
145	6.577911457	0.1	0.38513137	0.1	1154232.312	1033571.601	1154232.312	1033601.601
145	6.577911457	0.1	0.38513137	0.1	1154232.312	1033601.601	1154232.312	1033631.601
145	6.577911457	0.1	0.38513137	0.1	1154232.312	1033631.601	1154202.312	1033661.601
